Latitude,Longitude,Station,Depth,Temperature,Salinity,Nitrate,Iron,Pressure,Ratio,Density
-42.4692,8.92934,34 (Super 2),49.7,13.208,34.668999,,,50.1,,26.09740666636253
-42.4692,8.92934,34 (Super 2),49.8,13.2045,34.6689985,5.882927,,50.2,,26.098113341486624
-42.4692,8.92934,34 (Super 2),50.0,13.2015,34.6729985,,,50.4,,26.10179707303155
-42.4692,8.92934,34 (Super 2),55.0,,,,,55.4,,
-42.4692,8.92934,34 (Super 2),60.0,,,,,60.5,,
-42.4692,8.92934,34 (Super 2),65.0,,,,0.126829,65.5,,
-42.4692,8.92934,34 (Super 2),74.4,12.326,34.875999,,,75.0,,26.431580095103982
-42.4692,8.92934,34 (Super 2),75.0,,,,,75.6,,
-42.4692,8.92934,34 (Super 2),79.0,10.26,34.580002,11.502439,,79.6,,26.581425101828245
-42.4692,8.92934,34 (Super 2),79.4,11.786,34.838001,,,80.0,,26.505561394477127
-42.4692,8.92934,34 (Super 2),79.8,12.024,34.856998,8.907317,,80.4,,26.475057880596978
-42.4692,8.92934,34 (Super 2),80.0,,,11.502439,0.148,80.7,77719.18243243244,
-42.4692,8.92934,34 (Super 2),92.0,,,,0.117073,92.8,,
-42.4692,8.92934,34 (Super 2),99.1,10.948,34.747002,11.365854,,99.9,,26.58964811697001
-42.4692,8.92934,34 (Super 2),99.3,10.615,34.696999,11.765854,,100.1,,26.61026269601848
-42.4692,8.92934,34 (Super 2),120.0,,,,0.16039,121.0,,
-42.4692,8.92934,34 (Super 2),123.6,9.363,34.514,,,124.6,,26.68082636317081
-42.4692,8.92934,34 (Super 2),123.7,9.364,34.514,,,124.7,,26.680663189699544
-42.4692,8.92934,34 (Super 2),123.9,10.025,34.620998,,,124.9,,26.65364079237156
-42.4692,8.92934,34 (Super 2),124.4,9.989,34.608002,,,125.4,,26.649664712841286
-42.4692,8.92934,34 (Super 2),127.0,,,,0.107317,128.0,,
-42.4692,8.92934,34 (Super 2),130.0,,,,,131.1,,
-42.4692,8.92934,34 (Super 2),148.4,9.191,34.493999,14.858537,,149.6,,26.693198005435306
-42.4692,8.92934,34 (Super 2),149.2,9.268,34.511002,14.721951,,150.4,,26.69398906607421
-42.4692,8.92934,34 (Super 2),173.4,9.303,34.569,,,174.9,,26.733540927630884
-42.4692,8.92934,34 (Super 2),173.5,9.492,34.623001,,,175.0,,26.744641305543155
-42.4692,8.92934,34 (Super 2),196.0,,,17.463415,0.173951,197.7,100392.72553765142,
-42.4692,8.92934,34 (Super 2),198.1,8.726,34.5135005,16.751219,,199.8,,26.78244799046979
-42.4692,8.92934,34 (Super 2),198.3,7.812,34.348,17.463415,,200.0,,26.79150703846517
-42.4692,8.92934,34 (Super 2),198.6,8.906,34.535999,16.809755,,200.3,,26.7716447779826
-42.4692,8.92934,34 (Super 2),199.0,,,,0.169902,200.7,,
-42.4692,8.92934,34 (Super 2),222.7,8.181,34.456001,,,224.6,,26.821288717395873
-42.4692,8.92934,34 (Super 2),247.1,8.099,34.466,,,249.2,,26.841477048270235
-42.4692,8.92934,34 (Super 2),247.9,7.594,34.389999,,,250.0,,26.856180659195616
-42.4692,8.92934,34 (Super 2),250.0,,,,,252.1,,
-42.4692,8.92934,34 (Super 2),271.9,6.962,34.296001,,,274.2,,26.87130337559006
-42.4692,8.92934,34 (Super 2),292.1,6.91,34.3080005,,,294.6,,26.887883799571227
-42.4692,8.92934,34 (Super 2),297.2,6.637,34.290001,,,299.8,,26.91056939749228
-42.4692,8.92934,34 (Super 2),297.8,6.672,34.271999,20.126829,,300.4,,26.891738191664672
-42.4692,8.92934,34 (Super 2),314.0,,,23.170732,0.164488,316.7,140865.78960167308,
-42.4692,8.92934,34 (Super 2),327.1,6.558,34.285,,,330.0,,26.91719972683609
-42.4692,8.92934,34 (Super 2),346.3,6.285,34.297001,23.170732,,349.3,,26.962437341293935
-42.4692,8.92934,34 (Super 2),346.9,6.498,34.298,22.165854,,350.0,,26.93540104556405
-42.4692,8.92934,34 (Super 2),347.0,6.328,34.297001,,,350.1,,26.95686299534532
-42.4692,8.92934,34 (Super 2),357.4,6.358,34.299,,,360.6,,26.954556887900253
-42.4692,8.92934,34 (Super 2),396.2,5.928,34.277,25.092684,,399.7,,26.992262555794696
-42.4692,8.92934,34 (Super 2),396.4,5.995,34.289001,24.67317,,399.9,,26.993300835575155
-42.4692,8.92934,34 (Super 2),396.5,5.94,34.285999,,,400.0,,26.997854454412618
-42.4692,8.92934,34 (Super 2),396.8,5.944,34.285,,,400.3,,26.996565203803584
-42.4692,8.92934,34 (Super 2),399.0,,,,0.35122,402.6,,
-42.4692,8.92934,34 (Super 2),446.2,5.232,34.231998,,,450.2,,27.041273987771092
-42.4692,8.92934,34 (Super 2),446.4,5.39,34.243,,,450.4,,27.031297568620857
-42.4692,8.92934,34 (Super 2),461.0,,,,,465.2,,
-42.4692,8.92934,34 (Super 2),495.5,4.679,34.189999,,,500.0,,27.071177240729412
-42.4692,8.92934,34 (Super 2),495.7,4.9,34.208,26.819511,,500.2,,27.060677433557203
-36.5085,13.1163,18 (Super 1),2.8,21.166,35.563,0.0,,2.8,,24.873768867869103
-36.5085,13.1163,18 (Super 1),3.1,20.9,35.598,0.0,,3.1,,24.97282486149288
-36.5085,13.1163,18 (Super 1),3.2,20.728,35.575001,0.0,,3.2,,25.00224262483289
-36.5085,13.1163,18 (Super 1),3.3,20.9035,35.5975,,,3.3,,24.971495317182644
-36.5085,13.1163,18 (Super 1),3.4,20.905,35.597,,,3.4,,24.97071054885805
-36.5085,13.1163,18 (Super 1),3.6,20.907,35.598,,,3.6,,24.970917933913597
-36.5085,13.1163,18 (Super 1),4.2,21.178,35.571999,0.0,,4.2,,24.87723864144641
-36.5085,13.1163,18 (Super 1),6.9,20.904,35.597,0.0,,7.0,,24.970982652354678
-36.5085,13.1163,18 (Super 1),7.0,20.905,35.597,,,7.1,,24.970710225448784
-36.5085,13.1163,18 (Super 1),13.7,20.859,35.603001,,,13.8,,24.987746425261548
-36.5085,13.1163,18 (Super 1),13.8,20.865,35.602001,,,13.9,,24.985361565921494
-36.5085,13.1163,18 (Super 1),14.2,20.855,35.604,0.0,,14.3,,24.989586044673615
-36.5085,13.1163,18 (Super 1),19.3,20.754,35.556999,,,19.4,,24.98164475598378
-36.5085,13.1163,18 (Super 1),19.5,20.479,35.583,0.0,,19.6,,25.075463548585276
-36.5085,13.1163,18 (Super 1),20.0,,,0.0,0.683415,20.1,0.0,
-36.5085,13.1163,18 (Super 1),24.6,20.068,35.562,,,24.8,,25.169446412964817
-36.5085,13.1163,18 (Super 1),28.9,20.32,35.580002,,,29.1,,25.115884995347642
-36.5085,13.1163,18 (Super 1),29.2,19.569,35.449001,,,29.4,,25.215525420746644
-36.5085,13.1163,18 (Super 1),29.3,19.58,35.448002,,,29.5,,25.211900632478773
-36.5085,13.1163,18 (Super 1),30.0,,,,0.702829,30.2,,
-36.5085,13.1163,18 (Super 1),31.0,,,,0.17561,31.2,,
-36.5085,13.1163,18 (Super 1),39.2,19.366,35.500999,0.0,,39.5,,25.307614765881908
-36.5085,13.1163,18 (Super 1),39.3,20.563,35.570999,,,39.6,,25.043859035365585
-36.5085,13.1163,18 (Super 1),39.7,20.548,35.57,0.0,,40.0,,25.047149103897254
-36.5085,13.1163,18 (Super 1),40.0,,,0.0,,40.3,,
-36.5085,13.1163,18 (Super 1),49.6,19.655,35.591999,,,50.0,,25.301007634880307
-36.5085,13.1163,18 (Super 1),50.0,,,,,50.4,,
-36.5085,13.1163,18 (Super 1),51.0,,,,0.302439,51.4,,
-36.5085,13.1163,18 (Super 1),52.9,18.269,35.442001,,,53.3,,25.54226323682292
-36.5085,13.1163,18 (Super 1),53.0,18.267000000000003,35.442001,0.0,,53.4,,25.54276297644401
-36.5085,13.1163,18 (Super 1),53.1,18.262,35.443001,,,53.5,,25.544769843494578
-36.5085,13.1163,18 (Super 1),53.2,18.263,35.443001,,,53.6,,25.544520220056256
-36.5085,13.1163,18 (Super 1),58.9,18.646,35.518002,,,59.3,,25.505014701981736
-36.5085,13.1163,18 (Super 1),69.7,16.02,35.327999,4.126829,,70.2,,25.99496322186633
-36.5085,13.1163,18 (Super 1),70.0,,,4.126829,,70.5,,
-36.5085,13.1163,18 (Super 1),74.2,18.366,35.508999,,,74.8,,25.568780657690922
-36.5085,13.1163,18 (Super 1),75.0,,,,,75.6,,
-36.5085,13.1163,18 (Super 1),75.4,15.954,35.316002,6.409756,,76.0,,26.00095701523537
-36.5085,13.1163,18 (Super 1),78.6,15.629,34.962002,,,79.2,,25.804562074771866
-36.5085,13.1163,18 (Super 1),98.2,14.696,35.264,8.009756,,99.0,,26.24209401844223
-36.5085,13.1163,18 (Super 1),98.6,14.241,34.896,4.419512,,99.4,,26.057819257655638
-36.5085,13.1163,18 (Super 1),99.5,14.121,34.887001,,,100.3,,26.07632847362447
-36.5085,13.1163,18 (Super 1),100.0,,,,0.795512,100.8,,
-36.5085,13.1163,18 (Super 1),102.0,,,,0.243902,102.8,,
-36.5085,13.1163,18 (Super 1),123.0,15.249,35.344002,,,123.9,,26.181620078888045
-36.5085,13.1163,18 (Super 1),125.0,,,,,126.0,,
-36.5085,13.1163,18 (Super 1),148.1,14.406,35.294998,,,149.2,,26.32854618402257
-36.5085,13.1163,18 (Super 1),148.7,14.691,35.358002,,,149.9,,26.31520139265649
-36.5085,13.1163,18 (Super 1),149.8,12.779,35.049,7.921951,,151.0,,26.476073618301598
-36.5085,13.1163,18 (Super 1),172.8,12.641,35.037998,8.27317,,174.2,,26.49494696299189
-36.5085,13.1163,18 (Super 1),172.9,13.86,35.23,,,174.3,,26.394544528449387
-36.5085,13.1163,18 (Super 1),175.0,,,,,176.4,,
-36.5085,13.1163,18 (Super 1),178.5,13.701,35.202,4.673171,,179.9,,26.406236248384175
-36.5085,13.1163,18 (Super 1),197.8,13.245,35.132,7.551219,,199.4,,26.446250933543524
-36.5085,13.1163,18 (Super 1),198.8,12.612,35.056999,,,200.4,,26.51533065374815
-36.5085,13.1163,18 (Super 1),199.0,12.622,35.060001,,,200.6,,26.515672081851335
-36.5085,13.1163,18 (Super 1),200.0,,,11.473171,0.35561,201.6,32263.353111554796,
-36.5085,13.1163,18 (Super 1),203.0,,,,0.282927,204.6,,
-36.5085,13.1163,18 (Super 1),218.5,12.832,35.071999,,,220.2,,26.483259679918092
-36.5085,13.1163,18 (Super 1),246.3,11.731,34.993999,11.746342,,248.3,,26.636627014034502
-36.5085,13.1163,18 (Super 1),246.6,12.61,35.102001,,,248.6,,26.550420333841657
-36.5085,13.1163,18 (Super 1),247.6,11.81,35.007,11.473171,,249.6,,26.631753769318948
-36.5085,13.1163,18 (Super 1),250.0,,,,,252.0,,
-36.5085,13.1163,18 (Super 1),257.8,12.47,35.081001,,,259.9,,26.5617656574193
-36.5085,13.1163,18 (Super 1),297.1,11.883,35.02,,,299.5,,26.628012761394984
-36.5085,13.1163,18 (Super 1),297.3,11.875,35.019001,8.907317,,299.7,,26.62876116296502
-36.5085,13.1163,18 (Super 1),300.0,,,,,302.4,,
-36.5085,13.1163,18 (Super 1),337.3,11.254,34.941002,,,340.1,,26.684494069588254
-36.5085,13.1163,18 (Super 1),345.8,11.36,34.955002,,,348.7,,26.675820602600652
-36.5085,13.1163,18 (Super 1),376.4,10.819,34.900002,,,379.5,,26.731699355374985
-36.5085,13.1163,18 (Super 1),396.7,10.598,34.867001,15.726829,,400.0,,26.745476500289215
-36.5085,13.1163,18 (Super 1),396.8,10.044,34.7799985,,,400.1,,26.77427295007351
-36.5085,13.1163,18 (Super 1),407.0,,,,0.35122,410.4,,
-36.5085,13.1163,18 (Super 1),416.6,10.369,34.847,,,420.1,,26.770224281873197
-36.5085,13.1163,18 (Super 1),446.2,9.974,34.811001,,,450.0,,26.810431283330445
-36.5085,13.1163,18 (Super 1),455.7,9.874,34.801998,16.439024,,459.6,,26.82043597572556
-36.5085,13.1163,18 (Super 1),495.3,8.415,34.612999,21.6,,499.6,,26.90878260966406
-36.5085,13.1163,18 (Super 1),495.6,9.111,34.702,,,499.9,,26.868733152323557
-36.5085,13.1163,18 (Super 1),495.7,9.107,34.701499999999996,20.780487,,500.0,,26.868988006689733
-36.5085,13.1163,18 (Super 1),496.2,9.216,34.721001,,,500.5,,26.866567465641538
-36.5085,13.1163,18 (Super 1),500.0,,,21.6,,504.3,,
